1	20 Aug 25	14:15:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20 Aug 25	14:20:00	1	0	0	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	20 Aug 25	14:25:00	1	0	0	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	20 Aug 25	14:30:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	20 Aug 25	14:35:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	20 Aug 25	14:40:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	20 Aug 25	14:45:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	20 Aug 25	14:50:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	20 Aug 25	14:55:00	24	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	20 Aug 25	15:00:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	20 Aug 25	15:05:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	20 Aug 25	15:10:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	20 Aug 25	15:15:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	20 Aug 25	15:20:00	24	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	20 Aug 25	15:25:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	20 Aug 25	15:30:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	20 Aug 25	15:35:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	20 Aug 25	15:40:00	1	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	20 Aug 25	15:45:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	20 Aug 25	15:50:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	20 Aug 25	15:55:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	20 Aug 25	16:00:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	20 Aug 25	16:05:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	20 Aug 25	16:10:00	51	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	20 Aug 25	16:15:00	24	0	0	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	20 Aug 25	16:20:00	1	0	0	0	Ct	0	1	7	17	8	15	8	16	24	21	0	12	6	8	22	16	26	15	23	14	6	10	22	8	23	5	15	20	17	0	14	14	10	17
27	20 Aug 25	16:25:00	1	0	0	0	Ct	0	0	10	12	9	11	7	12	15	31	0	13	8	8	24	14	18	18	24	22	5	10	6	7	15	8	14	17	20	0	11	12	30	18
28	20 Aug 25	16:30:00	1	0	0	0	Ct	0	0	13	4	5	14	5	15	20	12	0	15	8	8	16	12	20	10	13	10	2	12	6	7	14	9	13	10	5	0	16	16	10	17
29	20 Aug 25	16:35:00	1	0	0	0	Ct	0	0	10	22	13	11	9	17	12	15	0	21	12	5	20	12	15	8	9	9	8	12	7	8	11	11	16	2	16	0	11	28	6	6
30	20 Aug 25	16:40:00	1	0	0	0	Ct	0	0	14	14	8	11	8	10	13	17	0	16	7	9	13	19	16	8	10	8	5	8	0	6	11	3	17	0	15	0	6	11	10	17
31	20 Aug 25	16:45:00	1	0	0	0	Ct	0	1	13	9	9	11	12	14	33	17	0	8	8	9	20	11	19	7	11	12	2	6	0	8	11	5	17	5	17	0	18	32	9	13
32	20 Aug 25	16:50:00	1	0	0	0	Ct	0	0	11	18	9	17	7	10	10	12	0	12	8	6	16	10	18	3	13	17	3	12	0	6	8	12	15	2	13	0	25	10	10	16
33	20 Aug 25	16:55:00	1	0	0	0	Ct	0	0	16	3	7	28	7	15	19	25	0	12	7	11	20	13	14	7	11	20	2	12	0	10	14	6	14	0	15	0	9	8	7	12
34	20 Aug 25	17:00:00	1	0	0	0	Ct	0	0	14	0	8	7	7	9	13	12	0	10	6	7	15	14	18	7	9	12	4	8	0	7	12	7	18	2	6	0	15	15	3	5
35	20 Aug 25	17:05:00	1	0	0	0	Ct	0	0	12	7	10	9	14	10	16	17	0	7	7	6	16	7	16	10	8	14	4	10	0	8	23	7	11	0	19	0	11	7	30	15
36	20 Aug 25	17:10:00	1	0	0	0	Ct	0	1	8	21	27	27	12	5	10	18	0	6	5	10	17	5	12	6	14	6	10	10	1	12	14	9	17	0	11	0	12	4	10	6
37	20 Aug 25	17:15:00	1	0	0	0	Ct	0	0	16	43	10	12	6	10	14	11	0	5	8	7	11	5	15	3	11	10	2	13	1	7	9	3	10	0	5	0	4	6	10	11
38	20 Aug 25	17:20:00	1	0	0	0	Ct	0	0	6	0	6	27	7	7	29	5	0	9	5	7	17	1	17	4	8	13	8	11	0	12	9	10	16	0	15	0	11	9	4	8
39	20 Aug 25	17:25:00	1	0	0	0	Ct	0	0	6	0	6	11	6	8	20	14	0	10	4	5	13	15	13	7	12	9	9	10	3	8	6	7	16	0	10	0	8	8	23	6
40	20 Aug 25	17:30:00	1	0	0	0	Ct	0	0	17	0	17	13	14	9	9	14	0	7	9	9	13	10	16	6	15	13	12	9	0	4	10	3	15	0	6	0	8	18	12	8
41	20 Aug 25	17:35:00	1	0	0	0	Ct	0	1	8	3	6	8	8	11	11	16	0	7	14	6	19	5	18	8	12	6	13	8	2	13	6	15	16	7	16	0	18	7	23	11
42	20 Aug 25	17:40:00	1	0	0	0	Ct	0	0	8	0	12	15	12	7	13	26	0	10	9	5	16	8	16	13	9	6	6	14	0	7	7	9	13	6	13	0	32	2	13	12
43	20 Aug 25	17:45:00	1	0	0	0	Ct	0	0	6	0	11	10	10	4	10	60	0	12	12	22	10	8	12	3	4	8	3	14	13	6	5	9	11	0	8	0	10	11	22	8
44	20 Aug 25	17:50:00	1	0	0	0	Ct	0	0	8	0	7	18	10	11	10	9	0	9	14	8	10	6	13	4	4	10	5	10	0	8	9	4	11	0	19	0	4	7	18	10
45	20 Aug 25	17:55:00	1	0	0	0	Ct	0	0	8	0	8	13	8	9	10	10	0	9	11	4	15	10	21	3	11	14	7	12	0	7	8	5	10	0	9	0	17	14	10	6
46	20 Aug 25	18:00:00	1	0	0	0	Ct	0	1	16	14	16	11	26	10	7	10	0	8	12	18	22	5	16	6	14	14	17	11	0	10	7	8	16	1	15	0	9	5	1	11
